time,x,y,yaw_deg,speed,accel,cmd_v,cmd_w,route_index,target_x,target_y
0.005,153.256,70.030,-89.536,0.000,0.000,4.850,0.000000,259,153.120,54.580
0.101,153.256,70.030,-89.536,0.000,-0.000,5.200,0.000000,259,153.120,54.580
0.203,153.256,70.030,-89.536,0.000,0.000,5.550,0.000000,259,153.120,54.580
0.302,153.256,70.030,-89.536,0.000,-0.000,5.900,0.000000,259,153.120,54.580
0.403,153.256,70.030,-89.536,0.000,0.000,6.250,0.000000,259,153.120,54.580
0.504,153.256,70.030,-89.536,0.000,0.000,6.600,0.000000,259,153.120,54.580
0.604,153.256,70.030,-89.536,0.000,-0.000,6.950,0.000000,259,153.120,54.580
0.706,153.256,70.030,-89.536,0.000,0.000,7.300,0.000000,259,153.120,54.580
0.806,153.256,70.030,-89.536,0.000,0.000,7.650,0.000000,259,153.120,54.580
0.907,153.256,70.030,-89.536,0.000,0.000,8.000,0.000000,259,153.120,54.580
1.008,153.256,70.030,-89.536,0.000,0.000,8.350,0.000000,259,153.120,54.580
1.108,153.256,70.030,-89.536,0.000,0.000,8.700,0.000000,259,153.120,54.580
1.209,153.256,70.030,-89.536,0.000,0.000,9.050,0.000000,259,153.120,54.580
1.310,153.256,70.030,-89.536,0.000,-0.000,9.400,0.000000,259,153.120,54.580
1.411,153.256,70.030,-89.536,0.000,0.000,9.750,0.000000,259,153.120,54.580
1.512,153.256,70.030,-89.536,0.000,-0.000,10.100,0.000000,259,153.120,54.580
1.614,153.256,70.030,-89.536,0.000,-0.000,10.450,0.000000,259,153.120,54.580
1.714,153.256,70.030,-89.536,0.000,0.000,10.800,0.000000,259,153.120,54.580
1.814,153.256,70.030,-89.536,0.000,0.000,11.150,0.000000,259,153.120,54.580
1.915,153.256,70.030,-89.536,0.000,-0.000,11.500,0.000000,259,153.120,54.580
2.016,153.256,70.030,-89.536,0.000,-0.000,11.850,0.000000,259,153.120,54.580
2.117,153.256,70.030,-89.536,0.000,0.000,12.200,0.000000,259,153.120,54.580
2.217,153.256,70.030,-89.536,0.000,0.000,12.550,0.000000,259,153.120,54.580
2.319,153.256,70.030,-89.536,0.000,-0.000,12.900,0.000000,259,153.120,54.580
2.419,153.256,70.030,-89.536,0.000,0.000,13.250,0.000000,259,153.120,54.580
2.520,153.256,70.030,-89.536,0.000,-0.000,13.600,0.000000,259,153.120,54.580
2.621,153.256,70.030,-89.536,0.000,0.000,13.950,0.000000,259,153.120,54.580
2.722,153.256,70.030,-89.536,0.000,0.000,14.300,0.000000,259,153.120,54.580
2.823,153.256,70.030,-89.536,0.000,-0.000,14.650,0.000000,259,153.120,54.580
2.925,153.256,70.030,-89.536,0.000,0.000,15.000,0.000000,259,153.120,54.580
3.026,153.256,70.030,-89.536,0.000,-0.000,15.350,0.000000,259,153.120,54.580
3.126,153.256,70.030,-89.536,0.000,0.000,15.700,0.000000,259,153.120,54.580
3.226,153.256,70.030,-89.536,0.000,-0.000,16.050,0.000000,259,153.120,54.580
3.326,153.256,70.030,-89.536,0.000,0.000,16.400,0.000000,259,153.120,54.580
3.431,33.000,90.019,90.000,0.000,0.002,15.400,-0.000359,0,32.708,100.500
3.527,33.000,90.019,90.000,0.000,-0.000,14.400,-0.000336,0,32.708,100.500
3.629,33.000,90.019,90.000,0.000,-0.000,13.400,-0.000313,0,32.708,100.500
3.730,33.000,90.019,90.000,0.000,-0.000,12.400,-0.000289,0,32.708,100.500
3.831,33.000,90.019,90.000,0.000,-0.000,11.400,-0.000266,0,32.708,100.500
3.930,33.000,90.019,90.000,0.000,-0.000,10.400,-0.000243,0,32.708,100.500
4.032,33.000,90.019,90.000,0.000,-0.000,9.400,-0.000219,0,32.708,100.500
4.132,33.000,90.019,90.000,0.000,-0.000,8.400,-0.000196,0,32.708,100.500
4.233,33.000,90.019,90.000,0.000,-0.000,7.400,-0.000173,0,32.708,100.500
4.335,33.000,90.019,90.000,0.000,-0.000,6.400,-0.000149,0,32.708,100.500
4.436,33.000,90.019,90.000,0.000,-0.000,5.400,-0.000126,0,32.708,100.500
4.537,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
4.638,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
4.739,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
4.840,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
4.942,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
5.042,33.000,90.027,90.000,0.284,2.825,4.500,-0.000105,0,32.708,100.500
5.143,33.000,90.086,90.000,0.693,4.073,4.500,-0.000106,0,32.708,100.500
5.249,33.000,90.166,90.000,0.949,2.419,4.500,-0.000109,0,32.708,100.500
5.347,33.000,90.293,90.000,1.273,3.285,4.500,-0.000106,0,32.708,100.500
5.447,33.000,90.431,89.998,1.511,2.380,4.500,-0.000089,0,32.708,100.500
5.548,33.000,90.597,89.996,1.744,2.322,4.500,-0.000076,1,32.708,101.500
5.650,33.000,90.781,89.995,1.956,2.069,4.500,-0.000065,1,32.708,101.500
5.750,33.000,90.988,89.990,2.143,1.862,4.500,-0.000024,1,32.708,101.500
5.852,33.000,91.210,89.988,2.321,1.753,4.500,-0.000000,1,32.708,101.500
5.953,33.000,91.475,89.989,2.479,1.568,4.500,-0.000001,1,32.708,101.500
6.054,33.000,91.706,89.987,2.613,1.320,4.500,0.021992,2,32.708,102.500
6.155,32.999,92.003,90.037,2.771,1.565,4.500,0.023035,2,32.708,102.500
6.256,32.996,92.286,90.154,2.888,1.156,4.500,0.023262,2,32.708,102.500
6.357,32.991,92.580,90.286,2.993,1.050,4.500,0.043700,3,32.708,103.500
6.458,32.985,92.885,90.474,3.098,1.037,4.500,0.044685,3,32.708,103.500
6.559,32.976,93.200,90.738,3.189,0.898,4.500,0.044858,3,32.708,103.500
6.660,32.964,93.524,91.019,3.277,0.868,4.500,0.044770,3,32.708,103.500
6.762,32.951,93.855,91.310,3.353,0.755,4.500,0.130754,4,32.708,105.500
6.861,32.929,94.193,91.843,3.414,0.609,4.500,0.134474,4,32.708,105.500
