time,x,y,yaw_deg,speed,accel,cmd_v,cmd_w,route_index,target_x,target_y
118.765,33.000,90.019,90.000,0.000,0.000,4.500,-0.000105,0,32.708,100.500
118.865,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
118.966,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
119.067,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
119.167,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
119.268,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
119.369,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
119.470,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
119.571,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
119.672,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
119.773,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
119.873,33.000,90.019,90.000,0.000,-0.000,4.500,-0.000105,0,32.708,100.500
